is_fraud,email__first_seen_days,phone__last_seen_days,identity_network_score,identity_risk_score
0.0,802.0,477.0,0.192,5.0
0.0,3341.0,209.0,0.23,123.0
0.0,4491.0,576.0,0.109,60.0
0.0,2169.0,204.0,0.501,156.0
0.0,1239.0,0.0,0.513,161.0
0.0,4672.0,0.0,0.233,79.0
0.0,1297.0,0.0,0.563,83.0
0.0,527.0,0.0,0.352,145.0
0.0,898.0,31.0,0.563,31.0
0.0,918.0,35.0,0.835,188.0
0.0,0.0,0.0,0.6,79.0
0.0,2384.0,5.0,0.61,43.0
0.0,1705.0,66.0,0.436,60.0
0.0,1827.0,0.0,0.654,23.0
0.0,718.0,580.0,0.351,115.0
0.0,1038.0,26.0,0.357,197.0
0.0,4321.0,16.0,0.156,31.0
0.0,1201.0,29.0,0.028,5.0
0.0,985.0,0.0,0.645,223.0
0.0,4526.0,0.0,0.76,142.0
0.0,0.0,0.0,0.534,250.0
0.0,1210.0,0.0,0.499,57.0
0.0,1045.0,0.0,0.531,126.0
0.0,4245.0,0.0,0.531,111.0
0.0,3947.0,195.0,0.301,19.0
0.0,171.0,0.0,0.383,192.0
0.0,149.0,639.0,0.083,18.0
0.0,2144.0,7.0,0.595,116.0
0.0,0.0,0.0,0.527,134.0
0.0,4229.0,0.0,0.554,30.0
0.0,3433.0,34.0,0.76,192.0
0.0,0.0,0.0,0.531,255.0
0.0,4306.0,270.0,0.238,3.0
0.0,3608.0,126.0,0.529,56.0
0.0,4806.0,56.0,0.31,73.0
0.0,389.0,5.0,0.944,439.0
0.0,5278.0,58.0,0.285,94.0
0.0,56.0,56.0,0.614,317.0
0.0,3142.0,0.0,0.832,320.0
0.0,89.0,694.0,0.492,244.0
0.0,4579.0,0.0,0.215,3.0
0.0,3665.0,0.0,0.531,160.0
0.0,0.0,0.0,0.819,247.0
0.0,1739.0,31.0,0.802,246.0
0.0,3638.0,0.0,0.654,50.0
0.0,1629.0,803.0,0.19,58.0
0.0,1315.0,3.0,0.969,450.0
0.0,0.0,0.0,0.596,295.0
0.0,687.0,450.0,0.395,43.0
0.0,3637.0,25.0,0.504,41.0
0.0,1775.0,0.0,0.811,165.0
0.0,1803.0,59.0,0.25,38.0
0.0,1915.0,0.0,0.261,6.0
0.0,366.0,439.0,0.256,26.0
0.0,3529.0,0.0,0.554,173.0
0.0,4187.0,299.0,0.168,5.0
0.0,1950.0,924.0,0.507,26.0
0.0,656.0,0.0,0.448,81.0
0.0,963.0,0.0,0.421,79.0
0.0,1132.0,81.0,0.558,88.0
0.0,0.0,143.0,0.545,316.0
1.0,278.0,4.0,0.89,426.0
0.0,2187.0,0.0,0.531,136.0
0.0,4838.0,554.0,0.124,4.0
0.0,899.0,58.0,0.281,53.0
0.0,1288.0,23.0,0.111,38.0
0.0,83.0,83.0,0.042,43.0
0.0,3331.0,0.0,0.592,29.0
0.0,641.0,0.0,0.531,206.0
0.0,1422.0,0.0,0.501,283.0
0.0,0.0,0.0,0.531,131.0
0.0,3550.0,23.0,0.366,165.0
0.0,4444.0,171.0,0.607,149.0
0.0,966.0,0.0,0.531,231.0
0.0,875.0,154.0,0.311,7.0
0.0,2003.0,540.0,0.165,59.0
0.0,865.0,0.0,0.643,213.0
0.0,924.0,53.0,0.214,58.0
0.0,0.0,0.0,0.531,126.0
0.0,0.0,0.0,0.531,322.0
0.0,4723.0,518.0,0.062,13.0
0.0,2438.0,0.0,0.531,188.0
0.0,264.0,118.0,0.492,248.0
1.0,2423.0,22.0,0.191,7.0
0.0,41.0,41.0,0.129,90.0
1.0,1323.0,0.0,0.402,35.0
0.0,4380.0,0.0,0.544,7.0
0.0,4394.0,0.0,0.512,144.0
0.0,5098.0,0.0,0.532,34.0
0.0,1360.0,0.0,0.531,194.0
0.0,0.0,0.0,0.513,148.0
0.0,3473.0,667.0,0.144,0.0
0.0,1606.0,87.0,0.296,105.0
0.0,1948.0,0.0,0.197,100.0
0.0,0.0,64.0,0.537,313.0
0.0,913.0,0.0,0.531,95.0
0.0,0.0,0.0,0.479,72.0
0.0,4297.0,0.0,0.531,192.0
0.0,1960.0,0.0,0.426,170.0
0.0,4512.0,28.0,0.5,79.0
0.0,86.0,0.0,0.533,259.0
0.0,1166.0,81.0,0.422,161.0
0.0,280.0,40.0,0.179,59.0
0.0,1551.0,32.0,0.41,132.0
0.0,583.0,0.0,0.654,72.0
0.0,2439.0,0.0,0.435,28.0
0.0,2087.0,0.0,0.469,33.0
0.0,2945.0,0.0,0.524,68.0
0.0,116.0,0.0,0.522,299.0
0.0,0.0,22.0,0.298,173.0
0.0,0.0,0.0,0.47,227.0
0.0,0.0,0.0,0.538,280.0
0.0,98.0,0.0,0.531,223.0
0.0,4903.0,0.0,0.499,188.0
0.0,2804.0,570.0,0.338,3.0
0.0,4539.0,43.0,0.262,91.0
0.0,0.0,0.0,0.654,329.0
0.0,1575.0,0.0,0.531,59.0
0.0,433.0,0.0,0.382,70.0
0.0,1471.0,0.0,0.531,152.0
0.0,1201.0,0.0,0.627,142.0
0.0,474.0,474.0,0.226,91.0
0.0,4725.0,149.0,0.349,11.0
0.0,424.0,0.0,0.407,82.0
0.0,2981.0,229.0,0.129,0.0
0.0,2100.0,0.0,0.595,233.0
0.0,1708.0,0.0,0.394,31.0
0.0,1364.0,0.0,0.567,24.0
0.0,2073.0,0.0,0.316,42.0
0.0,1815.0,0.0,0.47,10.0
0.0,3537.0,138.0,0.428,23.0
0.0,3481.0,217.0,0.174,15.0
0.0,958.0,139.0,0.466,93.0
0.0,0.0,75.0,0.656,131.0
0.0,2611.0,0.0,0.399,43.0
0.0,0.0,0.0,0.504,131.0
0.0,0.0,0.0,0.47,73.0
0.0,4533.0,316.0,0.543,15.0
0.0,1606.0,467.0,0.25,58.0
0.0,1614.0,31.0,0.144,4.0
0.0,0.0,0.0,0.422,208.0
0.0,0.0,0.0,0.584,331.0
0.0,273.0,0.0,0.353,206.0
0.0,1307.0,503.0,0.102,25.0
0.0,4569.0,480.0,0.227,13.0
0.0,4203.0,784.0,0.186,15.0
0.0,4125.0,514.0,0.176,8.0
0.0,3574.0,603.0,0.16,2.0
0.0,2358.0,692.0,0.491,11.0
0.0,0.0,0.0,0.474,194.0
0.0,0.0,0.0,0.531,301.0
0.0,1313.0,0.0,0.167,99.0
0.0,0.0,228.0,0.521,232.0
0.0,1548.0,50.0,0.372,31.0
0.0,2826.0,761.0,0.469,112.0
0.0,5198.0,0.0,0.441,139.0
0.0,3362.0,114.0,0.105,14.0
0.0,0.0,0.0,0.531,318.0
0.0,4594.0,0.0,0.638,49.0
0.0,834.0,0.0,0.531,82.0
0.0,3165.0,450.0,0.29,39.0
0.0,1226.0,61.0,0.501,182.0
0.0,4296.0,0.0,0.531,192.0
0.0,0.0,96.0,0.434,129.0
0.0,2080.0,0.0,0.531,39.0
0.0,0.0,0.0,0.429,281.0
0.0,2045.0,0.0,0.531,91.0
0.0,2172.0,0.0,0.442,136.0
0.0,1691.0,0.0,0.47,25.0
0.0,472.0,43.0,0.673,119.0
0.0,1715.0,0.0,0.531,171.0
0.0,3856.0,472.0,0.307,39.0
0.0,0.0,207.0,0.526,266.0
0.0,0.0,54.0,0.591,325.0
0.0,3270.0,20.0,0.748,67.0
0.0,0.0,47.0,0.346,201.0
0.0,1886.0,38.0,0.38,189.0
0.0,0.0,90.0,0.51,253.0
0.0,3355.0,0.0,0.608,20.0
0.0,3516.0,346.0,0.187,50.0
0.0,0.0,0.0,0.536,150.0
0.0,1624.0,0.0,0.531,191.0
0.0,1846.0,1.0,0.9,228.0
0.0,4212.0,30.0,0.531,78.0
0.0,256.0,0.0,0.429,225.0
0.0,1258.0,0.0,0.531,173.0
0.0,5203.0,0.0,0.494,87.0
0.0,2059.0,120.0,0.534,152.0
0.0,59.0,59.0,0.325,224.0
0.0,51.0,51.0,0.283,183.0
0.0,395.0,588.0,0.132,66.0
0.0,4345.0,0.0,0.531,204.0
0.0,342.0,342.0,0.114,19.0
0.0,657.0,0.0,0.531,123.0
0.0,4285.0,518.0,0.136,0.0
0.0,4583.0,0.0,0.462,118.0
0.0,2889.0,9.0,0.583,144.0
0.0,366.0,0.0,0.531,133.0
0.0,3044.0,0.0,0.531,118.0
0.0,4560.0,309.0,0.513,4.0
0.0,1432.0,29.0,0.603,257.0
0.0,4153.0,368.0,0.377,12.0
0.0,1082.0,0.0,0.554,118.0
0.0,0.0,362.0,0.527,83.0
0.0,960.0,492.0,0.108,63.0
0.0,4880.0,518.0,0.219,102.0
0.0,3657.0,26.0,0.458,145.0
0.0,2906.0,444.0,0.292,9.0
0.0,0.0,0.0,0.691,320.0
0.0,1271.0,0.0,0.63,156.0
0.0,3644.0,0.0,0.513,105.0
0.0,4414.0,257.0,0.255,149.0
0.0,0.0,0.0,0.531,90.0
0.0,1545.0,0.0,0.371,29.0
0.0,4.0,0.0,0.817,285.0
0.0,1556.0,96.0,0.727,191.0
0.0,80.0,583.0,0.171,5.0
0.0,4424.0,0.0,0.536,208.0
0.0,383.0,0.0,0.472,51.0
0.0,4483.0,0.0,0.531,56.0
0.0,2071.0,94.0,0.012,2.0
0.0,4447.0,0.0,0.42,49.0
0.0,0.0,0.0,0.614,286.0
0.0,2916.0,0.0,0.679,153.0
0.0,2131.0,0.0,0.457,138.0
0.0,0.0,0.0,0.53,313.0
0.0,1713.0,173.0,0.125,31.0
0.0,0.0,0.0,0.531,280.0
0.0,0.0,578.0,0.49,336.0
0.0,476.0,0.0,0.6,111.0
0.0,745.0,500.0,0.1,27.0
0.0,4197.0,0.0,0.475,1.0
0.0,4215.0,0.0,0.461,141.0
0.0,95.0,73.0,0.156,81.0
0.0,1520.0,0.0,0.531,51.0
0.0,4417.0,0.0,0.531,152.0
0.0,0.0,0.0,0.432,215.0
0.0,1593.0,17.0,0.694,30.0
0.0,3535.0,192.0,0.255,24.0
0.0,1684.0,0.0,0.472,165.0
0.0,4661.0,0.0,0.454,108.0
0.0,0.0,0.0,0.561,294.0
0.0,0.0,0.0,0.531,118.0
0.0,3306.0,17.0,0.582,122.0
0.0,1980.0,0.0,0.531,211.0
0.0,0.0,0.0,0.531,255.0
0.0,795.0,387.0,0.206,72.0
0.0,4351.0,35.0,0.624,224.0
0.0,3625.0,5.0,0.041,9.0
0.0,4627.0,0.0,0.531,93.0
0.0,0.0,0.0,0.531,243.0
0.0,4324.0,0.0,0.422,10.0
0.0,4222.0,0.0,0.5,175.0
0.0,,0.0,0.531,41.0
0.0,158.0,0.0,0.663,317.0
0.0,1929.0,482.0,0.184,2.0
0.0,3499.0,0.0,0.46,2.0
0.0,2639.0,246.0,0.082,4.0
0.0,3755.0,10.0,0.563,157.0
0.0,2055.0,498.0,0.093,8.0
0.0,1251.0,0.0,0.42,59.0
0.0,1748.0,300.0,0.618,23.0
0.0,2956.0,0.0,0.424,28.0
0.0,2790.0,0.0,0.553,77.0
0.0,979.0,0.0,0.543,215.0
0.0,4093.0,148.0,0.301,9.0
0.0,2991.0,3.0,0.301,37.0
0.0,4901.0,291.0,0.06,34.0
0.0,4057.0,32.0,0.036,0.0
0.0,4428.0,0.0,0.485,160.0
0.0,3904.0,0.0,0.476,101.0
0.0,172.0,0.0,0.401,220.0
0.0,1755.0,0.0,0.498,44.0
0.0,0.0,0.0,0.475,210.0
0.0,0.0,0.0,0.531,189.0
0.0,0.0,0.0,0.496,151.0
0.0,1080.0,0.0,0.55,135.0
0.0,1730.0,0.0,0.504,226.0
0.0,0.0,0.0,0.538,259.0
0.0,3812.0,67.0,0.489,128.0
0.0,3484.0,0.0,0.426,114.0
0.0,4931.0,281.0,0.41,93.0
0.0,0.0,0.0,0.506,185.0
0.0,3171.0,0.0,0.507,9.0
0.0,1081.0,254.0,0.11,15.0
0.0,2620.0,0.0,0.529,22.0
0.0,0.0,0.0,0.499,225.0
0.0,1370.0,0.0,0.459,43.0
0.0,2614.0,305.0,0.155,28.0
0.0,3827.0,0.0,0.593,41.0
0.0,3620.0,127.0,0.212,62.0
0.0,450.0,0.0,0.484,189.0
0.0,172.0,0.0,0.367,131.0
0.0,879.0,0.0,0.17,34.0
0.0,2493.0,0.0,0.531,203.0
0.0,0.0,0.0,0.804,360.0
0.0,585.0,0.0,0.492,71.0
0.0,671.0,102.0,0.029,17.0
0.0,0.0,0.0,0.531,211.0
0.0,0.0,120.0,0.348,81.0
0.0,3032.0,0.0,0.424,164.0
0.0,271.0,4.0,0.686,323.0
0.0,4673.0,124.0,0.708,242.0
0.0,4606.0,125.0,0.407,156.0
0.0,1095.0,0.0,0.559,15.0
0.0,1713.0,542.0,0.096,1.0
0.0,3869.0,0.0,0.915,206.0
0.0,844.0,0.0,0.731,90.0
0.0,154.0,872.0,0.396,105.0
0.0,4792.0,647.0,0.24,15.0
0.0,0.0,0.0,0.531,211.0
0.0,4422.0,0.0,0.485,129.0
0.0,4789.0,0.0,0.532,26.0
0.0,0.0,0.0,0.531,96.0
0.0,2835.0,81.0,0.326,125.0
0.0,0.0,0.0,0.454,222.0
0.0,1522.0,0.0,0.301,64.0
0.0,4612.0,0.0,0.316,20.0
0.0,3933.0,0.0,0.389,43.0
0.0,4528.0,12.0,0.327,17.0
0.0,144.0,140.0,0.256,364.0
0.0,4126.0,612.0,0.449,8.0
0.0,898.0,0.0,0.531,206.0
0.0,1736.0,18.0,0.531,29.0
0.0,2037.0,371.0,0.141,11.0
0.0,1489.0,0.0,0.803,114.0
0.0,0.0,0.0,0.531,268.0
0.0,0.0,0.0,0.52,259.0
0.0,4232.0,247.0,0.143,3.0
0.0,0.0,578.0,0.49,300.0
0.0,2683.0,563.0,0.129,0.0
0.0,4432.0,0.0,0.541,182.0
0.0,0.0,0.0,0.533,366.0
0.0,883.0,105.0,0.254,312.0
0.0,3315.0,709.0,0.492,14.0
0.0,1397.0,0.0,0.326,17.0
0.0,1229.0,157.0,0.473,142.0
0.0,4599.0,0.0,0.165,5.0
0.0,4105.0,17.0,0.324,13.0
0.0,1446.0,0.0,0.375,37.0
0.0,3403.0,2.0,0.696,57.0
0.0,0.0,0.0,0.548,325.0
0.0,263.0,0.0,0.488,89.0
0.0,3404.0,779.0,0.21,75.0
0.0,2141.0,249.0,0.194,18.0
0.0,3469.0,157.0,0.27,26.0
0.0,2070.0,0.0,0.707,66.0
0.0,1554.0,0.0,0.549,92.0
0.0,0.0,0.0,0.531,95.0
0.0,3688.0,30.0,0.532,72.0
0.0,276.0,26.0,0.427,218.0
0.0,0.0,0.0,0.531,262.0
0.0,1092.0,0.0,0.37,34.0
0.0,523.0,0.0,0.434,109.0
0.0,0.0,0.0,0.532,119.0
0.0,3638.0,199.0,0.285,16.0
0.0,0.0,548.0,0.248,20.0
0.0,1751.0,0.0,0.592,244.0
0.0,2525.0,0.0,0.647,152.0
0.0,3661.0,18.0,0.509,91.0
0.0,571.0,0.0,0.441,223.0
0.0,0.0,0.0,0.65,303.0
0.0,925.0,87.0,0.585,114.0
0.0,2255.0,34.0,0.171,13.0
0.0,1856.0,0.0,0.531,88.0
0.0,0.0,0.0,0.511,293.0
0.0,764.0,0.0,0.557,94.0
0.0,373.0,0.0,0.531,101.0
0.0,4042.0,0.0,0.531,35.0
0.0,1516.0,0.0,0.523,54.0
0.0,4703.0,0.0,0.531,95.0
0.0,0.0,0.0,0.531,247.0
0.0,4420.0,0.0,0.501,87.0
0.0,4695.0,0.0,0.531,105.0
0.0,321.0,0.0,0.466,163.0
0.0,70.0,149.0,0.11,12.0
0.0,4392.0,267.0,0.526,167.0
0.0,2901.0,0.0,0.528,48.0
0.0,2650.0,0.0,0.516,12.0
0.0,0.0,566.0,0.66,105.0
0.0,3009.0,0.0,0.279,103.0
0.0,82.0,82.0,0.273,190.0
0.0,2876.0,0.0,0.499,4.0
0.0,3499.0,288.0,0.217,2.0
0.0,453.0,681.0,0.667,47.0
0.0,303.0,0.0,0.44,108.0
0.0,4273.0,55.0,0.177,119.0
0.0,3707.0,669.0,0.126,11.0
0.0,1695.0,0.0,0.652,130.0
0.0,1497.0,661.0,0.352,5.0
0.0,1431.0,0.0,0.293,64.0
0.0,962.0,0.0,0.424,52.0
0.0,4342.0,53.0,0.163,29.0
0.0,1395.0,66.0,0.464,149.0
0.0,490.0,115.0,0.283,106.0
0.0,1228.0,0.0,0.551,194.0
0.0,3254.0,22.0,0.134,19.0
0.0,2881.0,614.0,0.154,1.0
0.0,4295.0,0.0,0.471,113.0
0.0,0.0,490.0,0.414,181.0
0.0,1126.0,79.0,0.656,31.0
0.0,2880.0,0.0,0.841,50.0
0.0,1996.0,0.0,0.531,44.0
0.0,1832.0,0.0,0.17,88.0
0.0,1237.0,0.0,0.467,174.0
0.0,845.0,0.0,0.199,2.0
0.0,4820.0,0.0,0.608,156.0
1.0,905.0,0.0,0.325,165.0
0.0,4287.0,0.0,0.569,197.0
0.0,2467.0,348.0,0.216,7.0
0.0,2986.0,0.0,0.429,118.0
0.0,0.0,83.0,0.625,309.0
0.0,681.0,94.0,0.207,36.0
0.0,1030.0,0.0,0.488,121.0
0.0,5096.0,0.0,0.531,71.0
0.0,1518.0,0.0,0.624,230.0
0.0,4385.0,0.0,0.531,108.0
0.0,1158.0,7.0,0.044,46.0
0.0,2920.0,2.0,0.745,59.0
0.0,1927.0,0.0,0.504,193.0
0.0,4108.0,558.0,0.224,42.0
0.0,692.0,0.0,0.561,53.0
0.0,3657.0,26.0,0.458,145.0
0.0,652.0,0.0,0.506,115.0
0.0,2314.0,0.0,0.361,7.0
0.0,1577.0,19.0,0.639,252.0
0.0,1846.0,0.0,0.185,59.0
0.0,1807.0,453.0,0.241,37.0
0.0,27.0,34.0,0.525,326.0
0.0,0.0,0.0,0.504,77.0
0.0,3496.0,0.0,0.41,10.0
0.0,1707.0,0.0,0.558,68.0
0.0,878.0,0.0,0.538,136.0
0.0,1669.0,0.0,0.333,155.0
0.0,1741.0,0.0,0.535,22.0
0.0,1418.0,0.0,0.255,7.0
0.0,0.0,754.0,0.559,72.0
0.0,0.0,0.0,0.565,105.0
0.0,3332.0,0.0,0.348,18.0
0.0,109.0,0.0,0.531,167.0
0.0,0.0,0.0,0.422,208.0
0.0,756.0,152.0,0.259,164.0
0.0,3685.0,0.0,0.56,30.0
0.0,4684.0,333.0,0.225,106.0
0.0,2731.0,11.0,0.263,51.0
0.0,268.0,107.0,0.232,107.0
0.0,4123.0,0.0,0.479,17.0
0.0,1004.0,0.0,0.62,78.0
0.0,1012.0,43.0,0.551,51.0
0.0,0.0,114.0,0.798,257.0
0.0,0.0,0.0,0.487,243.0
0.0,3285.0,153.0,0.198,85.0
0.0,3589.0,0.0,0.226,0.0
0.0,0.0,0.0,0.58,279.0
0.0,1712.0,73.0,0.177,0.0
0.0,4274.0,0.0,0.415,58.0
0.0,2947.0,715.0,0.328,21.0
0.0,3369.0,149.0,0.346,128.0
0.0,0.0,495.0,0.504,125.0
0.0,2912.0,0.0,0.531,110.0
0.0,387.0,160.0,0.558,272.0
0.0,4582.0,155.0,0.765,71.0
0.0,2865.0,92.0,0.146,1.0
0.0,1799.0,0.0,0.531,144.0
0.0,98.0,0.0,0.654,149.0
0.0,0.0,0.0,0.5,290.0
0.0,4335.0,601.0,0.376,132.0
0.0,0.0,0.0,0.657,324.0
0.0,522.0,0.0,0.591,97.0
0.0,4242.0,0.0,0.627,52.0
0.0,3705.0,0.0,0.693,54.0
0.0,4822.0,0.0,0.44,29.0
0.0,2590.0,171.0,0.286,11.0
0.0,0.0,0.0,0.482,256.0
0.0,5206.0,0.0,0.611,126.0
0.0,1101.0,0.0,0.531,219.0
0.0,1637.0,195.0,0.56,66.0
0.0,485.0,0.0,0.426,204.0
0.0,3794.0,719.0,0.336,45.0
0.0,0.0,0.0,0.531,185.0
0.0,2486.0,70.0,0.078,17.0
0.0,619.0,0.0,0.793,295.0
0.0,649.0,0.0,0.174,70.0
0.0,1356.0,17.0,0.191,42.0
0.0,0.0,0.0,0.654,130.0
0.0,3554.0,0.0,0.555,28.0
0.0,4140.0,662.0,0.283,16.0
0.0,1332.0,8.0,0.557,246.0
0.0,3563.0,26.0,0.193,8.0
0.0,40.0,0.0,0.531,268.0
0.0,3194.0,0.0,0.674,155.0
0.0,3656.0,184.0,0.395,104.0
0.0,4116.0,65.0,0.335,8.0
0.0,1921.0,0.0,0.179,15.0
0.0,1301.0,0.0,0.404,145.0
0.0,1428.0,36.0,0.208,29.0
0.0,3489.0,0.0,0.326,19.0
0.0,0.0,472.0,0.6,286.0
0.0,2198.0,28.0,0.154,13.0
0.0,1261.0,481.0,0.132,11.0
0.0,468.0,6.0,0.482,79.0
0.0,32.0,32.0,0.248,92.0
0.0,3181.0,298.0,0.136,40.0
0.0,495.0,0.0,0.222,119.0
0.0,153.0,0.0,0.529,260.0
0.0,1429.0,49.0,0.196,11.0
0.0,4377.0,0.0,0.531,94.0
0.0,2101.0,1.0,0.972,431.0
0.0,2983.0,258.0,0.212,59.0
0.0,1741.0,0.0,0.262,82.0
0.0,145.0,0.0,0.526,242.0
0.0,835.0,11.0,0.374,127.0
0.0,0.0,92.0,0.745,354.0
0.0,923.0,0.0,0.589,32.0
0.0,3918.0,0.0,0.654,62.0
0.0,4076.0,2.0,0.57,75.0
0.0,1312.0,3.0,0.586,213.0
0.0,1357.0,0.0,0.486,203.0
0.0,0.0,0.0,0.5,249.0
0.0,2999.0,62.0,0.275,25.0
0.0,4184.0,757.0,0.262,86.0
0.0,1152.0,33.0,0.316,125.0
0.0,0.0,0.0,0.513,391.0
0.0,2916.0,0.0,0.602,78.0
0.0,2616.0,0.0,0.429,30.0
0.0,3576.0,0.0,0.613,30.0
0.0,3547.0,0.0,0.645,141.0
0.0,373.0,0.0,0.531,184.0
0.0,4440.0,0.0,0.4,26.0
0.0,1404.0,0.0,0.487,70.0
0.0,718.0,0.0,0.531,202.0
0.0,1682.0,49.0,0.26,130.0
1.0,0.0,0.0,0.505,262.0
0.0,401.0,0.0,0.531,267.0
0.0,1176.0,0.0,0.496,187.0
0.0,4830.0,0.0,0.515,73.0
0.0,4533.0,0.0,0.531,165.0
0.0,364.0,0.0,0.503,20.0
0.0,690.0,581.0,0.099,53.0
0.0,1776.0,129.0,0.642,70.0
0.0,1287.0,0.0,0.383,139.0
0.0,83.0,98.0,0.481,282.0
0.0,973.0,0.0,0.531,212.0
0.0,0.0,807.0,0.437,223.0
0.0,0.0,0.0,0.449,124.0
0.0,916.0,588.0,0.194,27.0
0.0,3929.0,63.0,0.473,7.0
1.0,2018.0,0.0,0.503,96.0
0.0,0.0,0.0,0.531,288.0
0.0,1202.0,431.0,0.246,13.0
0.0,151.0,0.0,0.487,233.0
0.0,4152.0,813.0,0.414,3.0
0.0,0.0,0.0,0.531,198.0
0.0,0.0,0.0,0.562,290.0
0.0,46.0,27.0,0.022,85.0
0.0,2807.0,691.0,0.136,14.0
0.0,4641.0,313.0,0.588,127.0
0.0,3004.0,368.0,0.203,14.0
0.0,449.0,0.0,0.561,239.0
0.0,4021.0,0.0,0.489,26.0
0.0,2069.0,306.0,0.412,74.0
0.0,2809.0,0.0,0.437,9.0
0.0,1684.0,57.0,0.051,17.0
0.0,2737.0,0.0,0.564,53.0
0.0,1831.0,57.0,0.506,43.0
0.0,0.0,0.0,0.531,88.0
0.0,3000.0,146.0,0.193,5.0
0.0,538.0,81.0,0.165,64.0
0.0,2819.0,12.0,0.102,36.0
0.0,0.0,0.0,0.531,308.0
0.0,296.0,70.0,0.24,94.0
0.0,0.0,0.0,0.533,325.0
0.0,3428.0,487.0,0.172,8.0
0.0,4734.0,63.0,0.23,3.0
0.0,1497.0,273.0,0.156,68.0
0.0,1479.0,0.0,0.532,11.0
0.0,1864.0,0.0,0.687,100.0
0.0,994.0,162.0,0.34,126.0
0.0,4541.0,603.0,0.235,15.0
0.0,0.0,0.0,0.531,185.0
0.0,1097.0,50.0,0.643,28.0
0.0,677.0,0.0,0.602,210.0
0.0,183.0,239.0,0.227,118.0
0.0,1493.0,159.0,0.273,117.0
0.0,1252.0,12.0,0.202,44.0
0.0,4775.0,0.0,0.41,141.0
0.0,1950.0,31.0,0.366,124.0
1.0,0.0,0.0,0.654,320.0
0.0,1773.0,0.0,0.756,121.0
0.0,0.0,99.0,0.534,259.0
0.0,573.0,0.0,0.531,87.0
0.0,4900.0,0.0,0.531,116.0
0.0,1277.0,593.0,0.838,366.0
0.0,0.0,62.0,0.656,173.0
0.0,694.0,694.0,0.118,61.0
0.0,3741.0,580.0,0.081,0.0
0.0,0.0,0.0,0.692,203.0
0.0,1083.0,0.0,0.561,227.0
0.0,0.0,15.0,0.553,320.0
0.0,3563.0,0.0,0.414,20.0
0.0,729.0,0.0,0.742,171.0
0.0,2425.0,0.0,0.576,124.0
0.0,4614.0,0.0,0.663,214.0
0.0,1557.0,40.0,0.46,145.0
0.0,450.0,618.0,0.166,82.0
0.0,574.0,0.0,0.531,117.0
0.0,3770.0,222.0,0.2,65.0
0.0,0.0,0.0,0.644,296.0
0.0,4841.0,295.0,0.107,1.0
0.0,596.0,0.0,0.387,168.0
0.0,4105.0,69.0,0.684,38.0
0.0,817.0,0.0,0.604,70.0
0.0,4814.0,613.0,0.506,80.0
0.0,2579.0,0.0,0.382,39.0
0.0,4158.0,0.0,0.531,21.0
0.0,1891.0,0.0,0.467,31.0
0.0,0.0,0.0,0.483,242.0
0.0,0.0,0.0,0.442,215.0
0.0,389.0,579.0,0.112,60.0
0.0,979.0,278.0,0.256,109.0
0.0,1260.0,456.0,0.088,66.0
1.0,0.0,0.0,0.477,270.0
0.0,0.0,0.0,0.536,258.0
0.0,0.0,23.0,0.702,305.0
0.0,0.0,0.0,0.263,79.0
0.0,4680.0,0.0,0.531,104.0
0.0,0.0,0.0,0.634,315.0
0.0,3007.0,0.0,0.566,23.0
0.0,0.0,0.0,0.502,173.0
0.0,1177.0,0.0,0.62,258.0
0.0,556.0,0.0,0.531,156.0
0.0,1086.0,0.0,0.522,218.0
0.0,995.0,0.0,0.169,82.0
0.0,3608.0,70.0,0.235,2.0
0.0,0.0,0.0,0.531,279.0
0.0,0.0,0.0,0.693,102.0
0.0,830.0,0.0,0.459,49.0
0.0,4302.0,763.0,0.129,24.0
0.0,4172.0,452.0,0.088,0.0
0.0,3555.0,0.0,0.814,152.0
0.0,763.0,0.0,0.559,49.0
0.0,4799.0,0.0,0.654,274.0
0.0,0.0,0.0,0.483,273.0
1.0,2578.0,0.0,0.367,54.0
0.0,1298.0,0.0,0.543,223.0
0.0,4475.0,0.0,0.253,11.0
1.0,775.0,0.0,0.531,40.0
1.0,4513.0,0.0,0.531,131.0
0.0,4822.0,0.0,0.758,251.0
0.0,294.0,0.0,0.198,109.0
0.0,2888.0,210.0,0.342,23.0
0.0,282.0,0.0,0.547,263.0
0.0,218.0,117.0,0.488,152.0
0.0,2834.0,39.0,0.494,33.0
0.0,2909.0,0.0,0.531,99.0
0.0,4372.0,0.0,0.442,29.0
0.0,3434.0,0.0,0.654,22.0
0.0,0.0,0.0,0.531,307.0
0.0,3101.0,47.0,0.02,0.0
0.0,3276.0,118.0,0.544,30.0
0.0,879.0,315.0,0.248,130.0
0.0,0.0,0.0,0.531,265.0
0.0,890.0,606.0,0.065,15.0
0.0,4442.0,0.0,0.452,44.0
0.0,4044.0,83.0,0.067,0.0
0.0,2279.0,5.0,0.602,54.0
0.0,2305.0,183.0,0.039,5.0
0.0,0.0,0.0,0.531,254.0
0.0,1472.0,421.0,0.577,15.0
0.0,3764.0,46.0,0.231,83.0
0.0,3635.0,567.0,0.541,181.0
0.0,3476.0,0.0,0.483,58.0
0.0,1645.0,11.0,0.248,37.0
0.0,0.0,0.0,0.411,92.0
0.0,4167.0,124.0,0.312,117.0
0.0,3506.0,569.0,0.6,141.0
0.0,1699.0,100.0,0.434,2.0
